timestamp,pressure,temperature,altitude,ASMaccelX,ASMaccelY,ASMaccelZ,ASMgyrX,ASMgyrY,ASMgyrZ,ICMaccelX,ICMaccelY,ICMaccelZ,ICMgyrX,ICMgyrY,ICMgyrZ,ICMmagX,ICMmagY,ICMmagZ,ICMtemp,lat,lon,altMSL,altEll,ecefX,ecefY,ecefZ,velN,velE,velD,epochTime,satellites,gpsLockType,w,i,j,k,posX,posY,posZ,velX,velY,velZ
1092,1004.7659,25.9000,70.8644,0.017,-0.089,1.009,1.120,0.910,-0.140,-0.0132,-0.0977,0.9956,-0.0170,-0.0021,-0.0085,11.4000,65.7000,82.8000,29.3386,422809224,-718068266,183.839,150.454,6149,794181724,0,-46,-148,-57,1749056603,16,3,,,,,,,,,,
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,1004.7661,25.8900,70.8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0327,0.7538,0.6552,0.0371,,,,,,
1126,,,,,,,,,,-0.0063,-0.0967,1.0156,-0.0192,-0.0085,-0.0021,11.2500,66.7500,83.2500,29.4823,,,,,,,,,,,,,,,,,,,,,,,
1136,1004.7661,25.8900,70.8624,0.017,-0.089,1.009,1.120,0.910,-0.210,,,,,,,,,,,422809224,-718068266,183.839,150.454,6149,794181724,0,-46,-148,-57,1749056603,16,3,0.0330,0.7538,0.6552,0.0372,-667872320.0000,-298562272.0000,2186848.0000,136.8489,59.8594,ovf
1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,1004.7983,25.9000,70.5923,,,,,,,-0.0039,-0.1025,1.0210,-0.0170,-0.0043,-0.0053,10.0500,66.3000,84.7500,29.1948,,,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332,0.7538,0.6553,0.0373,106242648.0000,-670204224.0000,-487576928.0000,ovf,ovf,ovf
1176,1004.7749,25.9000,70.7887,0.017,-0.089,1.009,1.050,0.840,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,,,,,,,,,,-0.0068,-0.0962,1.0171,-0.0202,-0.0032,-0.0021,11.2500,61.8000,76.9500,29.1948,,,,,,,,,,,,,,0.0334,0.7537,0.6553,0.0374,-670837248.0000,-744465216.0000,425004992.0000,ovf,-388623552.0000,ovf
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,1004.8069,25.8900,70.5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,0.018,-0.089,1.009,1.120,0.840,-0.140,-0.0078,-0.1011,1.0063,-0.0170,-0.0021,-0.0011,6.6000,64.6500,81.7500,29.1469,,,,,,,,,,,,,,0.0336,0.7537,0.6553,0.0375,-720356608.0000,-286701312.0000,-1173077120.0000,-739648832.0000,376315360.0000,ovf
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1004.7864,25.9000,70.6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0338,0.7537,0.6553,0.0377,771886784.0000,-1579965312.0000,-148871824.0000,ovf,ovf,ovf
1246,,,,,,,,,,-0.0122,-0.1064,1.0015,-0.0181,-0.0053,-0.0032,9.9000,62.7000,77.1000,29.1469,,,,,,,,,,,,,,,,,,,,,,,
1256,1004.7793,25.9000,70.7519,0.017,-0.089,1.009,1.120,0.840,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0340,0.7536,0.6553,0.0378,-1722235648.0000,-829775424.0000,949353408.0000,ovf,-788398080.0000,ovf
1276,,,,,,,,,,-0.0063,-0.0894,0.9946,-0.0192,-0.0032,-0.0043,10.6500,66.9000,84.1500,29.4344,,,,,,,,,,,,,,,,,,,,,,,
1286,1004.7761,25.9000,70.7785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0342,0.7536,0.6554,0.0379,-883152768.0000,-220859312.0000,-2339212288.0000,-1483487488.0000,739201728.0000,ovf
1296,,,,0.017,-0.088,1.009,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,,,,,,,,,,-0.0024,-0.0923,1.0039,-0.0160,-0.0021,-0.0043,12.7500,63.4500,79.9500,29.0990,,,,,,,,,,,,,,,,,,,,,,,
1316,1004.7639,25.9000,70.8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0344,0.7536,0.6554,0.0380,1497818112.0000,-2482201600.0000,82676280.0000,ovf,ovf,4091827456.0000
1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,1004.7781,25.9000,70.7621,0.017,-0.088,1.009,1.120,0.910,-0.140,-0.0059,-0.0898,1.0098,-0.0234,-0.0021,0.0011,11.2500,65.2500,81.4500,29.1948,,,,,,,,,,,,,,,,,,,,,,,
1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0346,0.7535,0.6554,0.0381,-2720681984.0000,-976266304.0000,1566637952.0000,ovf,-1198134144.0000,ovf
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,1004.7563,25.9000,70.9442,,,,,,,-0.0098,-0.1011,1.0166,-0.0223,-0.0043,-0.0043,10.9500,66.1500,84.9000,29.1469,,,,,,,,,,,,,,0.0348,0.7535,0.6554,0.0383,-1156725248.0000,-104265760.0000,-3486641408.0000,-2229301504.0000,1087577728.0000,ovf
1376,,,,0.017,-0.089,1.009,1.120,0.840,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,1004.7883,25.9000,70.6762,,,,,,,-0.0112,-0.1001,1.0200,-0.0170,-0.0064,-0.0032,11.7000,63.9000,79.9500,29.2907,,,,,,,,,,,,,,0.0350,0.7535,0.6554,0.0384,2276286208.0000,-3371552000.0000,203380560.0000,ovf,ovf,3354726400.0000
1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,1004.8076,25.9000,70.5145,0.017,-0.088,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0352,0.7534,0.6554,0.0385,-3658288128.0000,-1185842176.0000,2270809088.0000,ovf,-1616611200.0000,ovf
1426,,,,,,,,,,-0.0098,-0.1011,1.0029,-0.0149,-0.0053,-0.0043,10.6500,62.4000,80.2500,29.1469,,,,,,,,,,,,,,,,,,,,,,,
1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,1004.7937,25.9100,70.6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0354,0.7534,0.6555,0.0386,-1540876288.0000,59539840.0000,ovf,-2974869504.0000,1420407040.0000,ovf
1457,,,,0.017,-0.088,1.010,1.120,0.910,-0.140,-0.0083,-0.0996,0.9912,-0.0160,-0.0032,-0.0074,10.8000,62.2500,80.1000,29.0990,,,,,,,,,,,,,,,,,,,,,,,
1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0356,0.7533,0.6555,0.0387,3099209472.0000,-4242721024.0000,210209536.0000,ovf,ovf,2603176448.0000
1476,1004.7844,25.9000,70.7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,,,,,,,,,,-0.0127,-0.0972,0.9893,-0.0170,-0.0032,-0.0011,9.6000,61.2000,76.6500,29.1948,,,,,,,,,,,,,,,,,,,,,,,
1497,1004.7654,25.9000,70.8685,0.017,-0.088,1.009,1.120,0.840,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0358,0.7533,0.6556,0.0388,ovf,-1460034688.0000,3055282944.0000,ovf,-2042583296.0000,ovf
1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,,,,,,,,,,-0.0083,-0.0947,1.0073,-0.0149,-0.0043,0.0011,11.2500,63.0000,78.0000,29.1469,,,,,,,,,,,,,,0.0360,0.7532,0.6556,0.0389,-2034746240.0000,266725776.0000,ovf,-3717972480.0000,1736698624.0000,ovf
1526,1004.8032,25.9000,70.5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,,,,0.017,-0.089,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,,,,,,,,,,-0.0122,-0.0962,1.0195,-0.0170,-0.0074,-0.0064,10.6500,66.1500,78.9000,29.2907,,,,,,,,,,,,,,0.0362,0.7532,0.6556,0.0390,3958214144.0000,ovf,100802648.0000,ovf,ovf,1839413504.0000
1556,1004.7886,25.9100,70.6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0364,0.7532,0.6556,0.0390,ovf,-1799994624.0000,3912971008.0000,ovf,-2474781440.0000,ovf
1577,1004.7876,25.9000,70.6823,0.017,-0.089,1.009,1.120,0.910,-0.140,-0.0039,-0.1006,1.0234,-0.0202,0.0000,-0.0043,9.6000,63.1500,78.4500,29.4344,,,,,,,,,,,,,,,,,,,,,,,
1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0366,0.7532,0.6557,0.0392,-2636815616.0000,513185504.0000,ovf,ovf,2035511296.0000,ovf
1607,1004.8032,25.9100,70.5513,,,,,,,-0.0044,-0.1025,1.0127,-0.0170,-0.0032,-0.0021,11.2500,63.3000,80.4000,29.1948,,,,,,,,,,,,,,,,,,,,,,,
1616,,,,0.017,-0.088,1.009,1.050,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0368,0.7531,0.6557,0.0393,ovf,ovf,-126514592.0000,ovf,ovf,1065712448.0000
1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,1004.7788,25.9100,70.7560,,,,,,,-0.0112,-0.1016,1.0000,-0.0213,-0.0032,-0.0053,11.5500,64.5000,80.8500,29.1469,,,,,,,,,,,,,,,,,,,,,,,
1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0370,0.7531,0.6557,0.0394,ovf,-2206484736.0000,ovf,ovf,-2911919872.0000,ovf
1657,1004.7949,25.9000,70.6209,0.017,-0.089,1.010,1.120,0.840,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,,,,,,,,,,-0.0073,-0.1011,0.9937,-0.0223,-0.0053,-0.0064,10.6500,65.7000,83.8500,29.2907,,,,,,,,,,,,,,0.0372,0.7530,0.6557,0.0396,-3344912128.0000,794559424.0000,ovf,ovf,2315953664.0000,ovf
1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,1004.8052,25.9200,70.5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,,,,0.017,-0.089,1.009,1.120,0.840,-0.210,-0.0088,-0.0918,1.0010,-0.0192,-0.0064,-0.0011,11.4000,62.4000,81.3000,28.9073,,,,,,,,,,,,,,0.0374,0.7530,0.6558,0.0397,ovf,ovf,-472723712.0000,ovf,ovf,284377312.0000
1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1004.7979,25.9100,70.5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0377,0.7529,0.6558,0.0398,ovf,-2679876096.0000,ovf,ovf,-3352695808.0000,ovf
1726,,,,,,,,,,-0.0083,-0.0962,1.0000,-0.0160,-0.0021,-0.0117,9.3000,61.0500,78.3000,29.1948,,,,,,,,,,,,,,,,,,,,,,,
1737,1004.7954,25.9100,70.6168,0.017,-0.089,1.009,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0379,0.7529,0.6559,0.0399,-4156219648.0000,1106252928.0000,ovf,ovf,2577191424.0000,ovf
1756,,,,,,,,,,-0.0063,-0.1040,1.0229,-0.0213,-0.0021,-0.0085,10.5000,61.0500,76.9500,29.1948,,,,,,,,,,,,,,,,,,,,,,,
1766,1004.8083,25.9200,70.5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,,,,0.017,-0.088,1.009,1.050,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0381,0.7528,0.6559,0.0400,ovf,ovf,-938104576.0000,ovf,ovf,-502264928.0000
1786,,,,,,,,,,-0.0103,-0.0981,1.0190,-0.0170,-0.0053,-0.0032,6.4500,63.3000,80.8500,29.0031,,,,,,,,,,,,,,,,,,,,,,,
1796,1004.7991,25.9100,70.5861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383,0.7527,0.6560,0.0402,ovf,-3220144384.0000,ovf,ovf,-3795797504.0000,ovf
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,1004.7798,25.9000,70.7478,0.017,-0.088,1.009,1.120,0.840,-0.140,-0.0093,-0.1079,1.0156,-0.0223,-0.0011,0.0000,11.2500,61.0500,76.5000,29.3386,,,,,,,,,,,,,,,,,,,,,,,
1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0385,0.7527,0.6560,0.0403,ovf,1443460864.0000,ovf,ovf,2818446848.0000,ovf
1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,1004.7815,25.9100,70.7334,,,,,,,-0.0132,-0.1025,1.0034,-0.0213,-0.0053,-0.0064,10.6500,61.6500,78.1500,28.9073,,,,,,,,,,,,,,0.0387,0.7527,0.6560,0.0404,ovf,ovf,-1522230144.0000,ovf,ovf,-1291872256.0000
1856,,,,0.017,-0.089,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,1004.8115,25.9100,70.4818,,,,,,,-0.0093,-0.0991,0.9956,-0.0181,0.0000,-0.0021,11.7000,61.9500,78.4500,29.4344,,,,,,,,,,,,,,0.0389,0.7526,0.6560,0.0405,ovf,-3826868224.0000,ovf,ovf,-4239905280.0000,ovf
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1004.8003,25.9100,70.5759,0.017,-0.089,1.009,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,0.0392,0.7526,0.6560,0.0407,ovf,1801190016.0000,ovf,ovf,3039000320.0000,ovf
1906,,,,,,,,,,-0.0083,-0.0947,1.0020,-0.0149,-0.0021,-0.0043,9.3000,66.0000,83.7000,29.0031,,,,,,,,,,,,,,,,,,,,,,,
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,1004.8108,25.9100,70.4879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0393,0.7526,0.6561,0.0408,ovf,ovf,-2223970560.0000,ovf,ovf,-2082093312.0000
1937,,,,0.017,-0.088,1.009,1.050,0.910,-0.140,-0.0029,-0.1016,1.0054,-0.0202,-0.0043,-0.0043,11.5500,63.0000,78.3000,29.2907,,,,,,,,,,,,,,,,,,,,,,,
1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395,0.7525,0.6561,0.0409,ovf,ovf,ovf,ovf,ovf,ovf
1956,1004.7893,25.9100,70.6680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,,,,,,,-0.0029,-0.1021,1.0225,-0.0149,-0.0021,-0.0011,10.8000,67.0500,84.3000,29.3386,,,,,,,,,,,,,,,,,,,,,,,
1977,1004.7571,25.9100,70.9381,0.017,-0.089,1.009,1.120,0.840,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0397,0.7525,0.6561,0.0410,ovf,2174284032.0000,ovf,ovf,3238197504.0000,ovf
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,,,,,,,,,-0.0122,-0.0986,1.0225,-0.0160,0.0000,-0.0021,10.3500,67.2000,84.9000,29.3386,,,,,,,,,,,,,,0.0399,0.7525,0.6561,0.0411,ovf,ovf,-3041492736.0000,ovf,ovf,-2870575104.0000
2006,1004.7859,25.9200,70.6966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,0.018,-0.089,1.010,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,,,,,,,,,-0.0181,-0.1030,0.9990,-0.0192,-0.0032,-0.0085,7.8000,62.7000,79.5000,29.1948,,,,,,,,,,,,,,0.0401,0.7524,0.6561,0.0413,ovf,ovf,ovf,ovf,ovf,ovf
2036,1004.7830,25.9100,70.7212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0403,0.7524,0.6562,0.0414,ovf,2557445120.0000,ovf,ovf,3415443200.0000,ovf
2057,1004.7727,25.9100,70.8071,0.017,-0.088,1.009,1.120,0.840,-0.140,-0.0054,-0.1035,0.9932,-0.0181,-0.0074,0.0000,9.6000,61.2000,78.1500,29.1948,,,,,,,,,,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0405,0.7523,0.6562,0.0415,ovf,ovf,-3972264704.0000,ovf,ovf,-3654970880.0000
2087,1004.7771,25.9100,70.7703,,,,,,,-0.0112,-0.0981,0.9937,-0.0160,-0.0053,-0.0053,10.3500,60.9000,80.2500,29.1469,,,,,,,,,,,,,,,,,,,,,,,
2096,,,,0.018,-0.089,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,1004.8164,25.9100,70.4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0407,0.7523,0.6562,0.0416,ovf,ovf,ovf,ovf,ovf,ovf
2116,,,,,,,,,,-0.0137,-0.0928,0.9976,-0.0160,0.0021,-0.0043,10.9500,66.1500,81.3000,29.0990,,,,,,,,,,,,,,,,,,,,,,,
2126,1004.7434,25.9100,71.0527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0342,0.7501,0.6594,0.0381,ovf,2945263360.0000,ovf,ovf,3570209792.0000,ovf
2136,,,,0.018,-0.089,1.009,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,1004.7822,25.9100,70.7273,,,,,,,-0.0054,-0.1006,1.0078,-0.0202,-0.0021,-0.0085,9.0000,66.7500,83.7000,29.2907,,,,,,,,,,,,,,0.0344,0.7500,0.6594,0.0382,ovf,ovf,ovf,ovf,ovf,ovf
2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,1004.7544,25.9100,70.9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,,,,0.017,-0.089,1.009,1.120,0.910,-0.140,-0.0073,-0.1050,1.0264,-0.0202,0.0000,-0.0032,10.6500,61.8000,78.0000,29.1948,,,,,,,,,,,,,,0.0346,0.7500,0.6595,0.0384,ovf,ovf,ovf,ovf,ovf,ovf
2186,1004.7690,25.9100,70.8378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0348,0.7499,0.6595,0.0385,ovf,3332236544.0000,ovf,ovf,3702038272.0000,ovf
2207,1004.7649,25.9200,70.8726,,,,,,,-0.0093,-0.0918,1.0156,-0.0181,-0.0043,0.0000,10.0500,67.0500,85.0500,29.4344,,,,,,,,,,,,,,,,,,,,,,,
2216,,,,0.017,-0.089,1.010,1.120,0.840,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,1004.7874,25.9100,70.6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0350,0.7499,0.6595,0.0386,ovf,ovf,ovf,ovf,ovf,ovf
2236,,,,,,,,,,-0.0093,-0.0996,1.0068,-0.0213,-0.0085,0.0011,10.6500,66.1500,83.8500,29.0031,,,,,,,,,,,,,,,,,,,,,,,
2246,1004.7979,25.9200,70.5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0352,0.7499,0.6595,0.0387,ovf,ovf,ovf,ovf,ovf,ovf
2256,,,,0.017,-0.089,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,1004.8103,25.9100,70.4920,,,,,,,-0.0103,-0.1006,0.9966,-0.0160,-0.0032,-0.0021,11.7000,63.1500,79.2000,29.1948,,,,,,,,,,,,,,,,,,,,,,,
2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0355,0.7499,0.6595,0.0388,ovf,3712806656.0000,ovf,ovf,3810535168.0000,ovf
2286,1004.7800,25.9100,70.7457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,,,,0.017,-0.088,1.009,1.120,0.910,-0.140,-0.0107,-0.0889,0.9980,-0.0202,-0.0032,-0.0043,10.0500,67.5000,83.7000,29.1948,,,,,,,,,,,,,,0.0357,0.7499,0.6595,0.0389,ovf,ovf,ovf,ovf,ovf,ovf
2306,1004.7576,25.9100,70.9340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,1004.8020,25.9200,70.5616,,,,,,,-0.0117,-0.0928,1.0078,-0.0170,-0.0043,-0.0021,10.5000,61.5000,78.3000,28.9552,,,,,,,,,,,,,,0.0359,0.7498,0.6595,0.0391,ovf,ovf,ovf,ovf,ovf,ovf
2336,,,,0.018,-0.088,1.010,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,1004.7874,25.9100,70.6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0361,0.7498,0.6595,0.0392,ovf,4081378816.0000,ovf,ovf,3895375872.0000,ovf
2356,,,,,,,,,,-0.0054,-0.1021,1.0068,-0.0160,-0.0011,-0.0064,10.3500,65.4000,84.9000,29.0990,,,,,,,,,,,,,,,,,,,,,,,
2366,1004.8098,25.9200,70.4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,,,,0.017,-0.089,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0363,0.7498,0.6595,0.0393,ovf,ovf,ovf,ovf,ovf,ovf
2387,1004.7729,25.9100,70.8051,,,,,,,-0.0103,-0.1055,1.0215,-0.0181,-0.0032,-0.0074,8.4000,63.1500,80.2500,29.1948,,,,,,,,,,,,,,,,,,,,,,,
2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0365,0.7497,0.6596,0.0394,ovf,ovf,ovf,ovf,ovf,ovf
2406,1004.7590,25.9100,70.9217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,,,,0.017,-0.089,1.009,1.120,0.910,-0.210,-0.0073,-0.1074,1.0127,-0.0181,-0.0043,-0.0074,9.7500,67.5000,82.9500,29.3386,,,,,,,,,,,,,,,,,,,,,,,
2426,1004.7976,25.9200,70.5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0367,0.7496,0.6597,0.0395,ovf,ovf,ovf,ovf,3956309248.0000,ovf
2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,1004.7866,25.9200,70.6905,,,,,,,-0.0190,-0.1016,1.0034,-0.0138,-0.0021,-0.0043,10.0500,66.0000,84.0000,29.0990,,,,,,,,,,,,,,0.0369,0.7496,0.6597,0.0396,ovf,ovf,ovf,ovf,ovf,ovf
2456,,,,0.017,-0.088,1.009,1.120,0.910,-0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,1004.7834,25.9200,70.7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,,,,,,,,,,-0.0117,-0.0981,0.9937,-0.0160,-0.0032,-0.0021,9.3000,62.5500,78.3000,29.0990,,,,,,,,,,,,,,0.0370,0.7495,0.6598,0.0397,ovf,ovf,ovf,ovf,ovf,ovf
2486,1004.7788,25.9100,70.7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,,,,0.017,-0.089,1.009,1.050,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0372,0.7495,0.6598,0.0398,ovf,ovf,ovf,ovf,3993153536.0000,ovf
2507,1004.8096,25.9200,70.4981,,,,,,,-0.0112,-0.0928,1.0034,-0.0181,-0.0011,-0.0074,10.6500,61.6500,78.1500,29.4344,,,,,,,,,,,,,,,,,,,,,,,
2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,1004.7913,25.9200,70.6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0374,0.7494,0.6598,0.0399,ovf,ovf,ovf,ovf,ovf,ovf
2537,,,,0.018,-0.088,1.009,1.120,0.910,-0.140,-0.0093,-0.0933,1.0088,-0.0202,-0.0021,-0.0032,8.2500,66.3000,82.2000,29.2907,,,,,,,,,,,,,,,,,,,,,,,
2546,1004.7888,25.9200,70.6721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0376,0.7494,0.6599,0.0401,ovf,ovf,ovf,ovf,ovf,ovf
2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1004.7759,25.9100,70.7805,,,,,,,-0.0068,-0.1025,1.0234,-0.0149,-0.0021,-0.0043,9.9000,62.4000,79.5000,29.1948,,,,,,,,,,,,,,,,,,,,,,,
2576,,,,0.017,-0.088,1.009,1.120,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,0.0378,0.7493,0.6599,0.0402,ovf,ovf,ovf,ovf,4005799168.0000,ovf
2586,1004.7671,25.9100,70.8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,,,,,,,,,,-0.0039,-0.0996,1.0215,-0.0223,-0.0053,-0.0032,10.6500,61.6500,79.9500,29.1948,,,,,,,,,,,,,,0.0380,0.7493,0.6599,0.0404,ovf,ovf,ovf,ovf,ovf,ovf
2606,1004.7986,25.9200,70.5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,,,,0.017,-0.089,1.009,1.050,0.910,-0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,1004.8333,25.9200,70.2997,,,,,,,-0.0088,-0.1006,1.0098,-0.0160,-0.0043,-0.0032,10.5000,62.2500,80.8500,29.1469,,,,,,,,,,,,,,0.0382,0.7493,0.6599,0.0405,ovf,ovf,ovf,-3940531456.0000,ovf,ovf
2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,1004.7791,25.9100,70.7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,0.7492,0.6599,0.0406,ovf,ovf,ovf,ovf,3994208768.0000,ovf
